Client,Warehouse,Product,2024-01-08,2024-01-15,2024-01-22,2024-01-29,2024-02-05,2024-02-12,2024-02-19,2024-02-26,2024-03-04,2024-03-11,2024-03-18,2024-03-25,2024-04-01
0,1,367,0.5203724,0.68446493,0.8548659,1.0332662,1.0932195,1.2557422,1.3711817,1.5202861,1.6083736,1.7088313,1.7277186,1.9162716,1.8602502
0,1,639,4.032831,4.0895185,4.371122,4.622115,4.462015,4.2239213,4.637993,4.76073,4.5030956,4.6408362,4.839399,5.8674865,5.377594
0,1,655,3.3155189,3.3486044,3.6343772,4.1698613,4.0816445,3.738172,4.3046513,4.3090076,3.9630172,4.0814805,4.4364457,5.2063913,4.9175696
0,1,1149,0.5857138,0.726744,0.7965102,0.9390243,0.9553652,1.0137445,1.1100593,1.1780719,1.1611373,1.1979352,1.1512859,1.3270044,1.2604309
0,1,1485,2.0209773,2.4501271,2.5722702,3.061597,3.1452272,2.8754573,2.969173,2.8895404,2.9658167,2.8137324,3.111961,3.3125844,2.7922888
0,1,1965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1969,0.3581875,0.5194437,0.6711065,0.7984111,0.83495146,0.78615385,0.8866536,0.8077477,0.7351189,0.76178914,0.7526181,1.0338473,0.8799234
0,1,3179,0.6853667,0.87118286,1.1223285,1.3131088,1.3029621,1.4020333,1.4910506,1.4739113,1.512372,1.520334,1.488928,1.756781,1.6688716
0,1,3234,0.57310855,0.7931176,0.94722724,1.1855001,1.1777238,1.3309258,1.4825974,1.5663984,1.5727226,1.6678839,1.6241804,1.7626045,1.7625113
0,1,3463,0.071868666,0.10082643,0.12312958,0.2338068,0.2187576,0.17771748,0.26626986,0.2147086,0.27482426,0.1719998,0.16766816,0.34811437,0.23646879
0,1,3515,0.90615726,1.0822935,1.1567358,1.2396158,1.3102387,1.3793528,1.446723,1.4827453,1.4629723,1.5046053,1.4914454,1.6447319,1.6937543
0,1,4337,3.4946578,3.1819673,3.473443,3.623177,3.5349817,3.2383077,3.2992542,3.23309,3.0789433,3.2048883,3.1565125,3.649657,3.379059
0,1,4431,8.785217,9.090425,9.4959755,9.452291,9.449695,8.889249,9.913507,9.916921,8.896884,9.160069,9.127894,10.296781,9.810255
0,1,5317,0.24505132,0.46046573,0.58611673,0.69937575,0.66802996,0.7591882,0.8508074,0.8837028,0.84697354,0.92887825,0.88381076,1.0390879,0.9856233
0,1,5604,18.92506,19.00739,19.73879,20.2145,20.13406,19.93104,20.443466,20.723064,20.369722,20.705462,20.6242,20.77407,21.151016
0,1,5619,3.9236586,4.1216865,4.412299,4.878289,4.8584623,4.8106966,5.2311497,5.4050636,5.0719194,5.1289473,5.050072,5.67778,5.880654
0,1,5657,0.66774195,0.6133592,0.77328146,0.8943285,0.9279888,0.8474696,0.92876464,0.97697544,0.8818125,0.9889092,0.9896712,1.1625901,1.0797112
0,1,5871,3.4690132,3.8233309,4.321095,4.241983,4.6091113,4.475037,4.655927,4.7758803,4.3887978,4.524978,4.378071,5.876504,4.8137174
0,1,6341,2.0862103,1.7104648,1.8196561,2.0236936,1.7962083,1.6087419,1.6360155,1.6685051,1.4876965,1.6366147,1.5488853,1.7746567,1.530197
0,1,6898,0.42993265,0.5362244,0.6858979,0.86980045,0.8338953,0.76518947,0.83164525,0.8791964,0.78217894,0.81297654,0.760153,1.0076632,0.88419676
0,1,7022,1.5697505,1.628935,1.7471509,1.7421855,1.6680388,1.6669543,1.7617389,1.6991501,1.6106948,1.6904976,1.6213231,1.9876201,1.7432628
0,1,7186,4.39677,4.2680984,4.5776095,4.956077,4.9841275,4.5626936,4.8997116,5.0996475,4.96579,4.913549,4.842712,5.9093275,5.75065
0,1,7457,1.1934588,1.4895861,1.6411442,1.917475,1.9839183,2.0675864,2.1392283,2.3157916,2.3332717,2.363511,2.3778365,2.618204,2.5073626
0,1,7469,0.9284006,1.2751683,1.2568243,1.3846465,1.3774407,1.282687,1.3434098,1.3628798,1.3301786,1.3046542,1.4876117,1.7586422,1.3928664
0,1,7661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,7984,0.9202074,1.1337066,1.3352615,1.5025152,1.5272118,1.6212697,1.6921552,1.7556413,1.7262703,1.768908,1.7658381,1.9298354,1.8259233
0,1,8011,22.347712,22.759512,23.025236,22.929129,22.715385,20.81397,23.786802,23.480953,21.217297,22.155354,20.953663,23.397871,22.340254
0,1,8157,0.74555063,1.0088066,1.1726186,1.3326037,1.4074312,1.4918164,1.6075528,1.6830657,1.6684952,1.7057637,1.6913943,1.8833174,1.7930877
0,1,8264,4.03792,3.7713807,4.0565114,4.228995,4.1332307,4.00515,4.1635556,4.360066,4.109412,4.2338257,4.2015314,4.5229454,4.423013
0,1,8468,0.17294525,0.2126387,0.40973565,0.4963631,0.47530377,0.44287404,0.46806845,0.5334917,0.49720794,0.4598163,0.42124474,0.56243587,0.5331475
0,1,8587,0.7645518,0.74783343,0.8867808,0.9699597,0.86351985,0.878509,0.87700564,1.07342,1.0600954,1.124633,1.0697318,1.2594587,1.2369817
0,1,8869,0.41140473,0.41936928,0.700976,0.85789514,0.9247332,0.78708667,0.8436284,0.8687575,0.7943693,0.74635386,0.7459007,0.9053817,0.8687577
0,1,10705,3.2696197,3.182701,3.387433,3.5966375,3.4521592,3.4298007,3.5835736,3.5880055,3.5564363,3.538443,3.5461597,3.7290907,3.8747919
0,1,11000,11.790196,11.621726,12.242521,12.815432,12.566553,12.658689,13.554315,14.042878,13.122076,13.254957,13.437838,14.331585,13.971739
0,1,11015,0.51099753,0.78034085,0.8923542,0.9471482,0.94348645,1.1351697,1.2723546,1.3782371,1.3782302,1.4398514,1.4817708,1.6275319,1.5959151
0,1,11526,0.5031028,0.66749483,0.80334896,0.92064744,0.7771594,0.7506703,0.86549956,0.91065466,0.8962802,0.8634044,0.8416559,1.0162264,0.8805959
0,1,11552,5.419724,5.8671627,6.106729,6.3019404,6.4691463,6.488153,6.808773,6.9192123,6.91248,6.769387,6.701957,7.054199,6.8670473
0,1,11983,1.1755399,1.1119027,1.3512068,1.2711724,1.2538323,1.329098,1.4709859,1.4957607,1.428561,1.5575044,1.6237581,1.7026702,1.533879
0,1,12171,0.6388491,0.51890385,0.60371196,0.7597682,0.602208,0.5971091,0.58771163,0.5745675,0.57058936,0.5682123,0.554799,0.8003205,0.6460138
0,1,12298,0.15740351,0.23210332,0.23148353,0.22750065,0.2187699,0.22422822,0.23560295,0.24615213,0.19278345,0.23918091,0.24805696,0.32465798,0.31778768
0,1,14160,1.2488837,1.296325,1.2408452,1.368444,1.3331695,1.2686037,1.3806137,1.4404937,1.2567922,1.3011193,1.5707303,2.1669753,1.783855
0,1,14311,3.2076626,3.3398185,3.3832173,3.436718,3.4332607,3.3625643,3.5767193,3.5665839,3.2801478,3.4270685,3.5774415,3.9407496,3.8188043
0,3,0,28.450907,32.50028,33.757,38.836525,42.299946,42.131313,45.354866,50.813175,47.561314,55.997272,57.669186,85.078575,80.27286
0,3,400,543.2947,575.7752,574.5245,615.30347,643.27,574.9361,614.6028,628.28204,574.98584,574.8511,572.1489,667.6699,604.8797
0,3,439,108.6821,103.14957,109.24497,120.95455,116.27556,109.6649,121.61954,121.73141,120.493164,116.16071,116.621864,158.56595,145.0416
0,3,1102,148.00076,146.58168,150.62247,156.8742,157.64659,153.26082,156.9065,157.10551,155.23541,155.84233,154.58505,186.59004,171.11577
0,3,1154,330.0,732.0,551.0,827.0,1604.0,820.0,845.0,629.0,12484.0,722.0,638.0,848.0,689.0
0,3,1181,20.790436,20.452074,15.357547,19.501184,18.68486,21.17172,26.657522,28.261696,24.735262,21.898085,21.75285,26.218788,24.817806
